country,state,state_latitude,state_longitude,order_volume,avg_delivery_time_days,cluster,composite_weight,new_dc_latitude,new_dc_longitude
France,Corse,42.1880896,9.0684138,4,2.9373263888888888,0,11.749305555555555,25.365293299817665,14.636612456187178
South Korea,Daegu Metropolitan City,35.8713,128.6018,100,2.550361111111111,1,255.0361111111111,28.033280761417394,13.402669013844182
South Korea,Daejeon,36.3497007,127.3849016,57,2.487414717348928,1,141.7826388888889,28.033280761417394,13.402669013844182
United States,Delaware,38.6920451,-75.4013315,35,2.104503968253968,1,73.65763888888888,28.033280761417394,13.402669013844182
United States,District of Columbia,38.8950368,-77.0365427,17,2.941748366013072,0,50.00972222222222,25.365293299817665,14.636612456187178
Brasil,Distrito Federal,-15.7754462,-47.7970891,157,2.2399239207360226,1,351.66805555555555,28.033280761417394,13.402669013844182
Poland,Dolnośląskie,50.9206028,16.4946351,48,2.239279513888889,1,107.48541666666668,28.033280761417394,13.402669013844182
United Kingdom,England,52.5310214,-1.2649062,1771,2.471496800301148,2,4377.020833333333,29.885920236499437,37.91200344025973
Brasil,Espírito Santo,-19.5687682,-40.1721991,58,2.695522030651341,1,156.34027777777777,28.033280761417394,13.402669013844182
Spain,Extremadura,39.1748426,-6.1529891,30,2.415046296296296,1,72.45138888888889,28.033280761417394,13.402669013844182
Belgium,Flanders,51.0962462,4.1786291,326,2.4703881220177233,1,805.3465277777777,28.033280761417394,13.402669013844182
United States,Florida,27.7567667,-81.4639835,739,2.4362116599007666,2,1800.3604166666664,29.885920236499437,37.91200344025973
China,Fujian,26.193218,118.2208721,574,2.508156697638405,2,1439.6819444444443,29.885920236499437,37.91200344025973
Japan,Fukuoka,33.6251241,130.6180016,12,2.046759259259259,1,24.56111111111111,28.033280761417394,13.402669013844182
Japan,Fukushima,37.760777,140.4745807,10,2.247013888888889,1,22.47013888888889,28.033280761417394,13.402669013844182
Spain,Galicia,42.61946,-7.863112,39,2.446349715099715,1,95.40763888888888,28.033280761417394,13.402669013844182
South Korea,Gangwon-do,37.885,127.7297,26,2.0518162393162394,1,53.34722222222222,28.033280761417394,13.402669013844182
China,Gansu province,38.0000001,101.9999999,171,2.525767543859649,1,431.90625,28.033280761417394,13.402669013844182
United States,Georgia,32.3293809,-83.1137366,367,2.5804401301846807,1,947.0215277777778,28.033280761417394,13.402669013844182
Japan,Gifu,35.7867449,137.0460777,4,2.3168402777777777,1,9.26736111111111,28.033280761417394,13.402669013844182
Brasil,Goiás,-15.9323662,-50.1392928,113,2.4967613077679447,1,282.13402777777776,28.033280761417394,13.402669013844182
France,Grand Est,48.4845157,6.113035,140,2.4450248015873015,1,342.30347222222224,28.033280761417394,13.402669013844182
China,Guangdong,23.1357694,113.1982688,2294,2.519581577545287,2,5779.920138888889,29.885920236499437,37.91200344025973
China,Guangxi Zhuang Autonomous Region,24.0,109.0,230,2.544139492753623,1,585.1520833333333,28.033280761417394,13.402669013844182
China,Guizhou,27.0,107.0,229,2.5742631004366814,1,589.50625,28.033280761417394,13.402669013844182
Japan,Gunma,36.52198,139.033483,9,2.4665895061728396,1,22.199305555555554,28.033280761417394,13.402669013844182
South Korea,Gwangju,35.1594647,126.8515034,52,2.8782719017094016,1,149.67013888888889,28.033280761417394,13.402669013844182
South Korea,Gyeonggi-do,37.2884675,127.0535231,765,2.4800381263616558,2,1897.2291666666667,29.885920236499437,37.91200344025973
South Korea,Gyeongsangbuk-do,36.5754,128.5058,35,2.409186507936508,1,84.32152777777777,28.033280761417394,13.402669013844182
South Korea,Gyeongsangnam-do,35.2382,128.6925,79,2.4773646272855134,1,195.71180555555557,28.033280761417394,13.402669013844182
China,Hainan,19.2000001,109.5999999,68,2.499520016339869,1,169.9673611111111,28.033280761417394,13.402669013844182
Germany,Hamburg,53.550341,10.000654,46,2.479166666666667,1,114.04166666666669,28.033280761417394,13.402669013844182
France,Hauts-de-France,50.1024606,2.7247515,146,2.627511415525114,1,383.6166666666667,28.033280761417394,13.402669013844182
United States,Hawaii,19.5938015,-155.4283701,52,2.2875133547008546,1,118.95069444444444,28.033280761417394,13.402669013844182
China,Hebei,39.0000001,116.0,919,2.4608942389070245,2,2261.5618055555556,29.885920236499437,37.91200344025973
China,Heilongjiang,48.4919243,127.5737708,333,2.5405405405405403,1,845.9999999999999,28.033280761417394,13.402669013844182
China,Henan,34.0000001,113.9999999,635,2.513461286089239,2,1596.0479166666667,29.885920236499437,37.91200344025973
Germany,Hessen,50.6080651,9.0284647,89,2.5263264669163545,1,224.84305555555557,28.033280761417394,13.402669013844182
Japan,Hiroshima,34.3917241,132.4517589,22,2.618781565656566,1,57.613194444444446,28.033280761417394,13.402669013844182
Japan,Hokkaido,43.4519831,142.8197834,7,3.300496031746032,0,23.103472222222223,25.365293299817665,14.636612456187178
China,Hubei,39.0000001,116.0,471,2.493491979240387,1,1174.4347222222223,28.033280761417394,13.402669013844182
China,Hunan,27.6662087,111.7487063,500,2.512998611111111,1,1256.4993055555556,28.033280761417394,13.402669013844182
Japan,Hyogo,34.914934,134.860666,35,2.669146825396825,1,93.42013888888889,28.033280761417394,13.402669013844182
Japan,Ibaraki,36.2869536,140.4703384,7,2.2496031746031746,1,15.747222222222222,28.033280761417394,13.402669013844182
United States,Idaho,43.6447642,-114.015407,49,2.6438492063492065,1,129.54861111111111,28.033280761417394,13.402669013844182
United States,Illinois,40.0796606,-89.4337288,445,2.503066479400749,1,1113.8645833333333,28.033280761417394,13.402669013844182
South Korea,Incheon Metropolitan City,37.456,126.7052,165,2.3373779461279462,1,385.6673611111111,28.033280761417394,13.402669013844182
United States,Indiana,40.3270127,-86.1746933,172,2.5062701873385014,1,431.0784722222222,28.033280761417394,13.402669013844182
China,Inner Mongolia Autonomous Region,43.2443242,114.3251664,214,2.6548870716510904,1,568.1458333333334,28.033280761417394,13.402669013844182
United States,Iowa,41.9216734,-93.3122705,50,2.486222222222222,1,124.3111111111111,28.033280761417394,13.402669013844182
Spain,Islas Baleares,39.613432,2.8829185,46,2.529166666666667,1,116.34166666666667,28.033280761417394,13.402669013844182
Japan,Iwate,39.5713763,141.4253574,2,2.1600694444444444,1,4.320138888888889,28.033280761417394,13.402669013844182
South Korea,Jeju Special Self-Governing Province,33.4887737,126.4987083,11,3.5076388888888888,0,38.58402777777778,25.365293299817665,14.636612456187178
South Korea,Jeollabuk do,35.8198999,127.109,22,2.658459595959596,1,58.486111111111114,28.033280761417394,13.402669013844182
South Korea,Jeollanam-do,34.8159,126.4629,21,2.199206349206349,1,46.18333333333333,28.033280761417394,13.402669013844182
China,Jiangsu,33.0000001,119.9999999,818,2.478598716381418,2,2027.4937499999999,29.885920236499437,37.91200344025973
China,Jiangxi,28.0,116.0,303,2.5520237440410707,1,773.2631944444444,28.033280761417394,13.402669013844182
China,Jilin,43.5825834,126.1266177,357,2.508467553688142,1,895.5229166666667,28.033280761417394,13.402669013844182
Japan,Kagawa,34.2480104,134.0586579,1,3.272222222222222,0,3.272222222222222,25.365293299817665,14.636612456187178
Japan,Kagoshima,31.521587,130.5474077,4,0.5506944444444444,1,2.2027777777777775,28.033280761417394,13.402669013844182
Japan,Kanagawa,35.4342935,139.374753,206,2.3996898597626752,1,494.3361111111111,28.033280761417394,13.402669013844182
United States,Kansas,38.27312,-98.5821872,53,2.9778301886792455,0,157.82500000000002,25.365293299817665,14.636612456187178
United States,Kentucky,37.5726028,-85.1551411,110,2.4737373737373733,1,272.1111111111111,28.033280761417394,13.402669013844182
Japan,Kumamoto,32.6450475,130.6341345,5,1.6606944444444445,1,8.303472222222222,28.033280761417394,13.402669013844182
Japan,Kyoto,35.0115754,135.7681441,17,2.420915032679739,1,41.15555555555556,28.033280761417394,13.402669013844182
Spain,La Rioja,42.2814642,-2.482805,12,2.3736111111111113,1,28.483333333333334,28.033280761417394,13.402669013844182
China,Liaoning,41.2374106,122.9955469,428,2.5102592808930426,1,1074.3909722222222,28.033280761417394,13.402669013844182
United States,Louisiana,30.8703881,-92.007126,104,2.758653846153846,1,286.9,28.033280761417394,13.402669013844182
Poland,Lubuskie,52.1001754,15.3605075,53,2.5558176100628933,1,135.45833333333334,28.033280761417394,13.402669013844182
United States,Maine,45.709097,-68.8590201,17,2.367687908496732,1,40.25069444444445,28.033280761417394,13.402669013844182
Brasil,Maranhão,-5.2085503,-45.3930262,437,2.519800406814137,1,1101.1527777777778,28.033280761417394,13.402669013844182
United States,Maryland,39.5162401,-76.9382069,193,2.631242803684514,1,507.8298611111112,28.033280761417394,13.402669013844182
United States,Massachusetts,42.3788774,-72.032366,197,2.572239847715736,1,506.73125,28.033280761417394,13.402669013844182
Brasil,Mato Grosso,-12.2115009,-55.5716547,135,2.3906172839506175,1,322.73333333333335,28.033280761417394,13.402669013844182
Brasil,Mato Grosso do Sul,-19.5852564,-54.4794731,70,2.2440873015873017,1,157.0861111111111,28.033280761417394,13.402669013844182
Germany,Mecklenburg-Vorpommern,53.7735064,12.5755471,19,2.7305555555555556,1,51.88055555555556,28.033280761417394,13.402669013844182
Spain,Melilla,35.2929114,-2.9507202,1,4.618055555555555,0,4.618055555555555,25.365293299817665,14.636612456187178
United States,Michigan,43.6211955,-84.6824346,233,2.5912494039103477,1,603.7611111111111,28.033280761417394,13.402669013844182
Brasil,Minas Gerais,-18.5264844,-44.1588654,703,2.567340366682472,2,1804.8402777777778,29.885920236499437,37.91200344025973
United States,Minnesota,45.9896587,-94.6113288,142,2.6053403755868545,1,369.9583333333333,28.033280761417394,13.402669013844182
United States,Mississippi,32.9715285,-89.7348497,49,2.5281604308390024,1,123.87986111111113,28.033280761417394,13.402669013844182
United States,Missouri,38.7604815,-92.5617875,110,2.5355429292929292,1,278.90972222222223,28.033280761417394,13.402669013844182
Japan,Miyagi,38.3880155,140.9761025,11,2.436994949494949,1,26.80694444444444,28.033280761417394,13.402669013844182
Japan,Miyazaki,32.097681,131.294542,6,1.797337962962963,1,10.784027777777778,28.033280761417394,13.402669013844182
United States,Montana,47.3752671,-109.638757,27,2.5708333333333337,1,69.41250000000001,28.033280761417394,13.402669013844182
Japan,Nagano,36.1143945,138.0319015,6,2.5016203703703703,1,15.009722222222223,28.033280761417394,13.402669013844182
Spain,Navarra,42.6125488,-1.8307877,15,2.437731481481481,1,36.56597222222222,28.033280761417394,13.402669013844182
United States,Nebraska,41.7370229,-99.5873816,46,2.7243357487922704,1,125.31944444444444,28.033280761417394,13.402669013844182
United States,Nevada,39.5158825,-116.853722,124,2.5450772849462364,1,315.58958333333334,28.033280761417394,13.402669013844182
United States,New Hampshire,43.4849133,-71.6553992,20,2.5351041666666667,1,50.702083333333334,28.033280761417394,13.402669013844182
United States,New Jersey,40.0757384,-74.4041622,208,2.286832264957265,1,475.6611111111111,28.033280761417394,13.402669013844182
United States,New Mexico,34.5802074,-105.996047,71,2.1761639280125196,1,154.5076388888889,28.033280761417394,13.402669013844182
Australia,New South Wales,-31.8759835,147.2869493,308,2.4552353896103893,1,756.2124999999999,28.033280761417394,13.402669013844182
United States,New York,40.7127281,-74.0060152,592,2.5697177646396394,2,1521.2729166666666,29.885920236499437,37.91200344025973
Germany,Niedersachsen,52.8398531,9.075962,182,2.5621985653235653,1,466.3201388888889,28.033280761417394,13.402669013844182
China,Ningxia Hui Autonomous Region,37.0000001,105.9999999,99,2.326641414141414,1,230.33749999999998,28.033280761417394,13.402669013844182
Germany,Nordrhein-Westfalen,51.4789205,7.5543751,606,2.501219288595526,2,1515.7388888888888,29.885920236499437,37.91200344025973
Deutschland,Nordrhein-Westfalen,51.4789205,7.5543751,606,2.501219288595526,2,1515.7388888888888,29.885920236499437,37.91200344025973
France,Normandie,49.0677708,0.3138532,73,2.369063926940639,1,172.94166666666666,28.033280761417394,13.402669013844182
United States,North Carolina,35.6729639,-79.0392919,368,2.374998112922705,1,873.9993055555555,28.033280761417394,13.402669013844182
United States,North Dakota,47.6201461,-100.540737,16,2.9615017361111113,0,47.38402777777778,25.365293299817665,14.636612456187178
United Kingdom,Northern Ireland,54.5859836,-6.9591554,44,2.474084595959596,1,108.85972222222222,28.033280761417394,13.402669013844182
Australia,Northern Territory,-19.8516101,133.2303375,8,2.680642361111111,1,21.445138888888888,28.033280761417394,13.402669013844182
France,Nouvelle-Aquitaine,45.4039367,0.3756199,161,2.4429390959282262,1,393.31319444444443,28.033280761417394,13.402669013844182
France,Occitanie,43.6487851,2.3435684,204,2.489784177559913,1,507.9159722222223,28.033280761417394,13.402669013844182
United States,Ohio,40.2253569,-82.6881395,265,2.5172117400419287,1,667.0611111111111,28.033280761417394,13.402669013844182
Japan,Oita,33.2393864,131.6096524,7,3.7107142857142854,0,25.974999999999998,25.365293299817665,14.636612456187178
Japan,Okayama,34.8581334,133.7759256,11,3.0760732323232323,0,33.83680555555556,25.365293299817665,14.636612456187178
Japan,Okinawa,26.5707754,128.0255901,5,2.743888888888889,1,13.719444444444445,28.033280761417394,13.402669013844182
United States,Oklahoma,34.9550817,-97.2684063,64,2.7273871527777778,1,174.55277777777778,28.033280761417394,13.402669013844182
United States,Oregon,43.9792797,-120.737257,133,2.6486528822055138,1,352.2708333333333,28.033280761417394,13.402669013844182
Japan,Osaka,34.6937569,135.5014539,54,3.017811213991769,0,162.96180555555554,25.365293299817665,14.636612456187178
Brasil,Paraná,-24.4842187,-51.8148872,243,2.37913808870599,1,578.1305555555556,28.033280761417394,13.402669013844182
Brasil,Paraíba,-7.1219366,-36.7246845,42,2.53953373015873,1,106.66041666666666,28.033280761417394,13.402669013844182
Brasil,Pará,-4.7493933,-52.8973006,426,2.3995533385498176,1,1022.2097222222222,28.033280761417394,13.402669013844182
France,Pays de la Loire,47.6594864,-0.8186143,130,2.570892094017094,1,334.2159722222222,28.033280761417394,13.402669013844182
Spain,País Vasco,42.7286531,-1.9738375,76,2.6352704678362575,1,200.28055555555557,28.033280761417394,13.402669013844182
España,País Vasco,42.7286531,-1.9738375,76,2.6352704678362575,1,200.28055555555557,28.033280761417394,13.402669013844182
United States,Pennsylvania,40.9699889,-77.7278831,233,2.4957767048164046,1,581.5159722222222,28.033280761417394,13.402669013844182
Brasil,Pernambuco,-8.4116316,-37.5919699,259,2.488489382239382,1,644.51875,28.033280761417394,13.402669013844182
Brasil,Piauí,-7.6992782,-42.5043787,65,2.621431623931624,1,170.39305555555555,28.033280761417394,13.402669013844182
Spain,Principado de Asturias,43.3133868,-5.94192,23,3.066213768115942,0,70.52291666666666,25.365293299817665,14.636612456187178
France,Provence-Alpes-Côte d'Azur,44.0580563,6.0638506,200,2.7564965277777778,1,551.2993055555555,28.033280761417394,13.402669013844182
China,Qinghai,36.0,96.0,55,2.7662500000000003,1,152.14375,28.033280761417394,13.402669013844182
Australia,Queensland,-22.1646782,144.5844903,188,2.596139923167849,1,488.07430555555555,28.033280761417394,13.402669013844182
Spain,Región de Murcia,37.9166355,-1.4779797,60,2.7545023148148147,1,165.27013888888888,28.033280761417394,13.402669013844182
Germany,Rheinland-Pfalz,49.9531599,7.310646,86,2.480499031007752,1,213.32291666666666,28.033280761417394,13.402669013844182
United States,Rhode Island,41.7962409,-71.5992372,21,2.3988425925925925,1,50.37569444444444,28.033280761417394,13.402669013844182
Brasil,Rio Grande do Norte,-5.6781175,-36.4781776,69,2.6207729468599035,1,180.83333333333334,28.033280761417394,13.402669013844182
Brasil,Rio Grande do Sul,-29.8425284,-53.7680577,270,2.4938708847736626,1,673.3451388888889,28.033280761417394,13.402669013844182
Brasil,Rio de Janeiro,-22.9110137,-43.2093727,442,2.540488310708899,1,1122.8958333333333,28.033280761417394,13.402669013844182
Brasil,Rondônia,-10.943145,-62.8277863,38,2.313925438596491,1,87.92916666666666,28.033280761417394,13.402669013844182
Brasil,Roraima,2.135138,-61.3631922,11,1.3097853535353534,1,14.407638888888888,28.033280761417394,13.402669013844182
Germany,Saarland,49.3841872,6.9537369,15,2.126712962962963,1,31.900694444444447,28.033280761417394,13.402669013844182
Germany,Sachsen,50.9295798,13.4585052,72,2.397222222222222,1,172.6,28.033280761417394,13.402669013844182
Germany,Sachsen-Anhalt,51.9280976,11.6812243,36,2.618287037037037,1,94.25833333333333,28.033280761417394,13.402669013844182
Japan,Saitama,35.9754168,139.4160114,77,2.640160533910534,1,203.29236111111112,28.033280761417394,13.402669013844182
Brasil,Santa Catarina,-27.0628367,-51.114965,143,2.7349261849261848,1,391.09444444444443,28.033280761417394,13.402669013844182
Germany,Schleswig-Holstein,54.1853998,9.8220089,54,2.87974537037037,1,155.50625,28.033280761417394,13.402669013844182
United Kingdom,Scotland,56.7861112,-4.1140518,110,2.533358585858586,1,278.6694444444444,28.033280761417394,13.402669013844182
South Korea,Seoul,37.5666791,126.9782914,655,2.453228371501272,2,1606.8645833333333,29.885920236499437,37.91200344025973
Brasil,Sergipe,-10.6743911,-37.3773519,113,2.5537733529990168,1,288.5763888888889,28.033280761417394,13.402669013844182
China,Shaanxi,35.5895959,109.3013107,357,2.408841036414566,1,859.95625,28.033280761417394,13.402669013844182
China,Shandong,36.398987,118.5055691,544,2.485945159313726,2,1352.354166666667,29.885920236499437,37.91200344025973
China,Shanghai,31.2312707,121.4700152,1161,2.457695712508374,2,2853.384722222222,29.885920236499437,37.91200344025973
China,Shanxi,37.0,112.0,313,2.519249201277955,1,788.525,28.033280761417394,13.402669013844182
Japan,Shiga,35.247154,136.109385,1,4.965972222222222,0,4.965972222222222,25.365293299817665,14.636612456187178
Japan,Shizuoka,34.9332488,138.0955398,10,3.3963888888888887,0,33.96388888888889,25.365293299817665,14.636612456187178
China,Sichuan,30.5000001,102.4999999,596,2.499205350484713,2,1489.526388888889,29.885920236499437,37.91200344025973
Australia,South Australia,-30.5343665,135.6301212,55,2.229722222222222,1,122.63472222222222,28.033280761417394,13.402669013844182
United States,South Carolina,33.6874388,-80.4363743,158,2.5155854430379745,1,397.4625,28.033280761417394,13.402669013844182
United States,South Dakota,44.6471761,-100.348761,19,2.2282894736842103,1,42.33749999999999,28.033280761417394,13.402669013844182
Brasil,São Paulo,-23.5506507,-46.6333824,978,2.4495270961145192,2,2395.6375,29.885920236499437,37.91200344025973
Australia,Tasmania,-42.035067,146.6366887,25,2.446972222222222,1,61.174305555555556,28.033280761417394,13.402669013844182
United States,Tennessee,35.7730076,-86.2820081,176,2.4326428345959594,1,428.1451388888889,28.033280761417394,13.402669013844182
United States,Texas,31.2638905,-98.5456116,1001,2.5429653679653677,2,2545.508333333333,29.885920236499437,37.91200344025973
Germany,Thüringen,50.9014721,11.0377839,34,2.688419117647059,1,91.40625,28.033280761417394,13.402669013844182
China,Tianjin,39.3032619,117.4163641,325,2.4498247863247866,1,796.1930555555557,28.033280761417394,13.402669013844182
Brasil,Tocantins,-10.8855129,-48.3716912,11,2.8623737373737375,1,31.48611111111111,28.033280761417394,13.402669013844182
Japan,Tokyo,35.6768601,139.7638947,422,2.6291864139020538,1,1109.5166666666667,28.033280761417394,13.402669013844182
South Korea,Ulsan Metropolitan City,35.5391697,129.3119136,38,2.1980080409356724,1,83.52430555555554,28.033280761417394,13.402669013844182
United States,Utah,39.4225192,-111.714358,124,2.661486335125448,1,330.02430555555554,28.033280761417394,13.402669013844182
United States,Vermont,44.5990718,-72.5002608,1,1.4951388888888888,1,1.4951388888888888,28.033280761417394,13.402669013844182
Australia,Victoria,-36.5986096,144.6780052,236,2.4861699623352163,1,586.7361111111111,28.033280761417394,13.402669013844182
United States,Virginia,37.1232245,-78.4927721,231,2.580925324675325,1,596.19375,28.033280761417394,13.402669013844182
Austria,Vorarlberg,47.25,9.9166667,1,3.8986111111111112,0,3.8986111111111112,25.365293299817665,14.636612456187178
Japan,Wakayama,33.8070292,135.5930743,2,3.996180555555555,0,7.99236111111111,25.365293299817665,14.636612456187178
United Kingdom,Wales,52.2928116,-3.73893,58,2.6010177203065137,1,150.85902777777778,28.033280761417394,13.402669013844182
Belgium,Wallonia,50.1545523,5.3992119,136,2.7270884395424835,1,370.88402777777776,28.033280761417394,13.402669013844182
United States,Washington,38.8950368,-77.0365427,261,2.429243827160494,1,634.0326388888889,28.033280761417394,13.402669013844182
United States,West Virginia,38.4758406,-80.8408415,17,2.1443218954248366,1,36.453472222222224,28.033280761417394,13.402669013844182
Australia,Western Australia,-25.2303005,121.0187246,97,2.434987113402062,1,236.19375000000002,28.033280761417394,13.402669013844182
United States,Wisconsin,44.4308975,-89.6884637,112,2.5292720734126983,1,283.2784722222222,28.033280761417394,13.402669013844182
United States,Wyoming,43.1700264,-107.568534,9,2.1652006172839506,1,19.486805555555556,28.033280761417394,13.402669013844182
China,Xinjiang Uygur Autonomous Region,42.4804953,85.4633464,240,2.5681394675925926,1,616.3534722222222,28.033280761417394,13.402669013844182
Japan,Yamaguchi,34.2379614,131.5873845,6,3.1065972222222222,0,18.639583333333334,25.365293299817665,14.636612456187178
China,Yunnan,25.0,102.0,196,2.5175666099773246,1,493.44305555555565,28.033280761417394,13.402669013844182
Poland,Zachodniopomorskie,53.5450793,15.5661586,12,2.495543981481482,1,29.94652777777778,28.033280761417394,13.402669013844182
China,Zhejiang,29.0000001,119.9999999,977,2.459636927101103,2,2403.0652777777777,29.885920236499437,37.91200344025973
France,Île-de-France,48.6443057,2.7537863,527,2.5716714104996834,2,1355.2708333333333,29.885920236499437,37.91200344025973
